query_label	job_title	closest_job_title	distance	rank
297	nuclear equipment operation technicians	licensed nuclear operator	0	3
297	nuclear equipment operation technicians	nonlicensed nuclear equipment operator nlo	0	4
297	nuclear equipment operation technicians	nonlicensed nuclear plant operator nlo	0	5
298	nuclear monitoring technicians	nuclear monitoring technicians	0	1
298	nuclear monitoring technicians	chemistry technician	0	2
298	nuclear monitoring technicians	health physics technician hp technician	0	3
298	nuclear monitoring technicians	nuclear chemistry technician	0	4
298	nuclear monitoring technicians	radiation control technician radcon technician	0	5
299	social science research assistants	social science research assistants	0	1
299	social science research assistants	graduate assistant	0	2
299	social science research assistants	graduate research assistant	0	3
299	social science research assistants	project director	0	4
299	social science research assistants	project manager	0	5
300	city and regional planning aides	city and regional planning aides	0	1
300	city and regional planning aides	community planner	0	2
300	city and regional planning aides	development and housing director	0	3
300	city and regional planning aides	development technician	0	4
300	city and regional planning aides	engineering technician	0	5
301	environmental science and protection technicians including health	environmental science and protection technicians including health	0	1
301	environmental science and protection technicians including health	environmental health specialist	0	2
301	environmental science and protection technicians including health	environmental specialist	0	3
301	environmental science and protection technicians including health	environmental technician	0	4
301	environmental science and protection technicians including health	industrial pretreatment program specialist ipp specialist	0	5
302	forensic science technicians	forensic science technicians	0	1
302	forensic science technicians	crime laboratory analyst	0	2
302	forensic science technicians	crime scene analyst	0	3
302	forensic science technicians	crime scene technician crime scene tech	0	4
302	forensic science technicians	csi crime scene investigator	0	5
303	forest and conservation technicians	forest and conservation technicians	0	1
303	forest and conservation technicians	conservationist	0	2
303	forest and conservation technicians	fire technician	0	3
303	forest and conservation technicians	forest ranger	0	4
303	forest and conservation technicians	forest technician	0	5
304	life physical and social science technicians all other	life physical and social science technicians all other	0	1
304	life physical and social science technicians all other	assistant oceanographer	0	2
304	life physical and social science technicians all other	biomedical instrument technician	0	3
304	life physical and social science technicians all other	city planning aide	0	4
304	life physical and social science technicians all other	colorist	0	5
305	quality control analysts	quality control analysts	0	1
305	quality control analysts	analyst microbiology lab	0	2
305	quality control analysts	analytical lab analyst	0	3
305	quality control analysts	ethanol quality leader	0	4
305	quality control analysts	lab tech	0	5
306	precision agriculture technicians	precision agriculture technicians	0	1
306	precision agriculture technicians	crop specialist	0	2
306	precision agriculture technicians	nutrient management specialist	0	3
306	precision agriculture technicians	precision agriculture department manager	0	4
306	precision agriculture technicians	precision agronomist	0	5
307	remote sensing technicians	remote sensing technicians	0	1
307	remote sensing technicians	aerial photo lab manager digital imagingcad tech	0	2
307	remote sensing technicians	aerial sensing equipmentcamera and lidargeospatial extraction	0	3
307	remote sensing technicians	compiler	0	4
307	remote sensing technicians	digital cartographic technician	0	5
308	substance abuse and behavioral disorder counselors	substance abuse and behavioral disorder counselors	0	1
308	substance abuse and behavioral disorder counselors	addictions counselor	0	2
308	substance abuse and behavioral disorder counselors	case manager	0	3
308	substance abuse and behavioral disorder counselors	chemical dependency counselor cd counselor	0	4
308	substance abuse and behavioral disorder counselors	chemical dependency professional	0	5
309	educational guidance school and vocational counselors	educational guidance school and vocational counselors	0	1
309	educational guidance school and vocational counselors	academic advisor	0	2
309	educational guidance school and vocational counselors	academic counselor	0	3
309	educational guidance school and vocational counselors	advisor	0	4
309	educational guidance school and vocational counselors	career center director	0	5
310	marriage and family therapists	marriage and family therapists	0	1
310	marriage and family therapists	advanced clinical specialist	0	2
310	marriage and family therapists	clinical services director	0	3
310	marriage and family therapists	clinical therapist	0	4
310	marriage and family therapists	clinician	0	5
311	mental health counselors	mental health counselors	0	1
311	mental health counselors	behavior analyst	0	2
311	mental health counselors	behavior support specialist bss	0	3
311	mental health counselors	case manager	0	4
311	mental health counselors	clinician	0	5
312	rehabilitation counselors	rehabilitation counselors	0	1
312	rehabilitation counselors	case manager	0	2
312	rehabilitation counselors	human services care specialist	0	3
312	rehabilitation counselors	job coach	0	4
312	rehabilitation counselors	program coordinator	0	5
313	counselors all other	counselors all other	0	1
313	counselors all other	adoption counselor	0	2
313	counselors all other	aids counselor	0	3
313	counselors all other	anger control counselor	0	4
313	counselors all other	behavior specialist	0	5
314	child family and school social workers	child family and school social workers	0	1
314	child family and school social workers	case manager	0	2
314	child family and school social workers	case worker	0	3
314	child family and school social workers	caseworker	0	4
314	child family and school social workers	child protective services social worker cps social worker	0	5
315	healthcare social workers	healthcare social workers	0	1
315	healthcare social workers	clinical social worker	0	2
315	healthcare social workers	dialysis social worker	0	3
315	healthcare social workers	director of social work	0	4
315	healthcare social workers	hospice social worker	0	5
316	mental health and substance abuse social workers	mental health and substance abuse social workers	0	1
316	mental health and substance abuse social workers	case manager	0	2
316	mental health and substance abuse social workers	clinical social worker	0	3
316	mental health and substance abuse social workers	clinical therapist	0	4
316	mental health and substance abuse social workers	clinician	0	5
317	social workers all other	social workers all other	0	1
317	social workers all other	case consultant	0	2
317	social workers all other	case investigator	0	3
317	social workers all other	case manager	0	4
317	social workers all other	case reviewer	0	5
318	health educators	health educators	0	1
318	health educators	certified diabetes educator	0	2
318	health educators	child development specialist	0	3
318	health educators	clinical instructor	0	4
318	health educators	clinical nurse educator	0	5
319	probation officers and correctional treatment specialists	probation officers and correctional treatment specialists	0	1
319	probation officers and correctional treatment specialists	adult probation officer	0	2
319	probation officers and correctional treatment specialists	correctional counselor	0	3
319	probation officers and correctional treatment specialists	deputy juvenile officer	0	4
319	probation officers and correctional treatment specialists	deputy probation officer dpo	0	5
320	social and human service assistants	social and human service assistants	0	1
320	social and human service assistants	advocate	0	2
320	social and human service assistants	caseworker	0	3
320	social and human service assistants	community coordinator	0	4
320	social and human service assistants	family support worker	0	5
321	community health workers	community health workers	0	1
321	community health workers	apprise counselor	0	2
321	community health workers	assistant director of nutrition and wellness programs	0	3
321	community health workers	chief program officer	0	4
321	community health workers	community health outreach worker	0	5
322	community and social service specialists all other	community and social service specialists all other	0	1
322	community and social service specialists all other	activist	0	2
322	community and social service specialists all other	business representative	0	3
322	community and social service specialists all other	case investigator	0	4
322	community and social service specialists all other	case manager	0	5
323	clergy	clergy	0	1
323	clergy	catholic priest	0	2
323	clergy	childrens minister	0	3
323	clergy	confessor	0	4
323	clergy	congregational care pastor	0	5
324	directors religious activities and education	directors religious activities and education	0	1
324	directors religious activities and education	adult ministries director	0	2
324	directors religious activities and education	childrens ministries director	0	3
324	directors religious activities and education	christian education director	0	4
324	directors religious activities and education	religious education coordinator	0	5
325	religious workers all other	religious workers all other	0	1
325	religious workers all other	bible reader	0	2
325	religious workers all other	bible teacher	0	3
325	religious workers all other	bible worker	0	4
325	religious workers all other	buddhist monk	0	5
326	lawyers	lawyers	0	1
326	lawyers	assistant attorney general	0	2
326	lawyers	assistant counsel	0	3
326	lawyers	associate	0	4
326	lawyers	associate attorney	0	5
327	judicial law clerks	judicial law clerks	0	1
327	judicial law clerks	appellate law clerk	0	2
327	judicial law clerks	career law clerk	0	3
327	judicial law clerks	child support officer	0	4
327	judicial law clerks	clerk to justice	0	5
328	administrative law judges adjudicators and hearing officers	administrative law judges adjudicators and hearing officers	0	1
328	administrative law judges adjudicators and hearing officers	adjudicator	0	2
328	administrative law judges adjudicators and hearing officers	administrative hearing officer	0	3
328	administrative law judges adjudicators and hearing officers	administrative judge	0	4
328	administrative law judges adjudicators and hearing officers	administrative law judge	0	5
329	arbitrators mediators and conciliators	arbitrators mediators and conciliators	0	1
329	arbitrators mediators and conciliators	alternative dispute resolution coordinator adr coordinator	0	2
329	arbitrators mediators and conciliators	alternative dispute resolution mediator adr mediator	0	3
329	arbitrators mediators and conciliators	arbiter	0	4
329	arbitrators mediators and conciliators	arbitrator	0	5
330	judges magistrate judges and magistrates	judges magistrate judges and magistrates	0	1
330	judges magistrate judges and magistrates	associate justice	0	2
330	judges magistrate judges and magistrates	circuit court judge	0	3
330	judges magistrate judges and magistrates	circuit judge	0	4
330	judges magistrate judges and magistrates	county judge	0	5
331	paralegals and legal assistants	paralegals and legal assistants	0	1
331	paralegals and legal assistants	certified paralegal	0	2
331	paralegals and legal assistants	immigration paralegal	0	3
331	paralegals and legal assistants	law clerk	0	4
331	paralegals and legal assistants	legal analyst	0	5
332	court reporters	court reporters	0	1
332	court reporters	certified shorthand reporter csr	0	2
332	court reporters	court monitor	0	3
332	court reporters	court reporter	0	4
332	court reporters	court stenographer	0	5
333	title examiners abstractors and searchers	title examiners abstractors and searchers	0	1
333	title examiners abstractors and searchers	abstracter	0	2
333	title examiners abstractors and searchers	advisory title officer	0	3
333	title examiners abstractors and searchers	commercial title examiner	0	4
333	title examiners abstractors and searchers	counsel	0	5
334	legal support workers all other	legal support workers all other	0	1
334	legal support workers all other	advocate	0	2
334	legal support workers all other	brief writer	0	3
334	legal support workers all other	case briefer	0	4
334	legal support workers all other	closer	0	5
335	business teachers postsecondary	business teachers postsecondary	0	1
335	business teachers postsecondary	associate professor	0	2
335	business teachers postsecondary	business administration professor	0	3
335	business teachers postsecondary	business instructor	0	4
335	business teachers postsecondary	business office technology instructor	0	5
336	computer science teachers postsecondary	computer science teachers postsecondary	0	1
336	computer science teachers postsecondary	assistant professor	0	2
336	computer science teachers postsecondary	associate professor	0	3
336	computer science teachers postsecondary	computer information systems instructor cis instructor	0	4
336	computer science teachers postsecondary	computer science instructor	0	5
337	mathematical science teachers postsecondary	mathematical science teachers postsecondary	0	1
337	mathematical science teachers postsecondary	assistant professor	0	2
337	mathematical science teachers postsecondary	assistant professor of mathematics	0	3
337	mathematical science teachers postsecondary	associate professor	0	4
337	mathematical science teachers postsecondary	instructor	0	5
338	architecture teachers postsecondary	architecture teachers postsecondary	0	1
338	architecture teachers postsecondary	adjunct instructor	0	2
338	architecture teachers postsecondary	adjunct professor	0	3
338	architecture teachers postsecondary	architecture professor	0	4
338	architecture teachers postsecondary	assistant professor	0	5
339	engineering teachers postsecondary	engineering teachers postsecondary	0	1
339	engineering teachers postsecondary	adjunct professor	0	2
339	engineering teachers postsecondary	assistant professor	0	3
339	engineering teachers postsecondary	associate professor	0	4
339	engineering teachers postsecondary	chemical engineering professor	0	5
340	agricultural sciences teachers postsecondary	agricultural sciences teachers postsecondary	0	1
340	agricultural sciences teachers postsecondary	agriculture instructor	0	2
340	agricultural sciences teachers postsecondary	agriculture professor	0	3
340	agricultural sciences teachers postsecondary	animal science professor	0	4
340	agricultural sciences teachers postsecondary	associate professor	0	5
341	biological science teachers postsecondary	biological science teachers postsecondary	0	1
341	biological science teachers postsecondary	assistant professor	0	2
341	biological science teachers postsecondary	assistant professor of biology	0	3
341	biological science teachers postsecondary	associate professor	0	4
341	biological science teachers postsecondary	associate professor of biology	0	5
342	forestry and conservation science teachers postsecondary	forestry and conservation science teachers postsecondary	0	1
342	forestry and conservation science teachers postsecondary	assistant professor	0	2
342	forestry and conservation science teachers postsecondary	associate professor	0	3
342	forestry and conservation science teachers postsecondary	extension professor	0	4
342	forestry and conservation science teachers postsecondary	forest technology professor	0	5
343	atmospheric earth marine and space sciences teachers postsecondary	atmospheric earth marine and space sciences teachers postsecondary	0	1
343	atmospheric earth marine and space sciences teachers postsecondary	assistant professor	0	2
343	atmospheric earth marine and space sciences teachers postsecondary	associate professor	0	3
343	atmospheric earth marine and space sciences teachers postsecondary	associate professor of geology	0	4
343	atmospheric earth marine and space sciences teachers postsecondary	astronomy professor	0	5
344	chemistry teachers postsecondary	chemistry teachers postsecondary	0	1
344	chemistry teachers postsecondary	adjunct instructor	0	2
344	chemistry teachers postsecondary	assistant professor	0	3
344	chemistry teachers postsecondary	associate professor	0	4
344	chemistry teachers postsecondary	associate professor of chemistry	0	5
345	environmental science teachers postsecondary	environmental science teachers postsecondary	0	1
345	environmental science teachers postsecondary	assistant professor	0	2
345	environmental science teachers postsecondary	associate professor	0	3
345	environmental science teachers postsecondary	associate professor of environmental science	0	4
345	environmental science teachers postsecondary	environmental sciences professor	0	5
346	physics teachers postsecondary	physics teachers postsecondary	0	1
346	physics teachers postsecondary	assistant professor	0	2
346	physics teachers postsecondary	assistant professor of physics	0	3
346	physics teachers postsecondary	associate professor	0	4
346	physics teachers postsecondary	instructor	0	5
347	anthropology and archeology teachers postsecondary	anthropology and archeology teachers postsecondary	0	1
347	anthropology and archeology teachers postsecondary	anthropology professor	0	2
347	anthropology and archeology teachers postsecondary	assistant professor	0	3
347	anthropology and archeology teachers postsecondary	assistant professor of anthropology	0	4
347	anthropology and archeology teachers postsecondary	associate professor	0	5
348	area ethnic and cultural studies teachers postsecondary	area ethnic and cultural studies teachers postsecondary	0	1
348	area ethnic and cultural studies teachers postsecondary	adjunct instructor of womens studies	0	2
348	area ethnic and cultural studies teachers postsecondary	american studies professor	0	3
348	area ethnic and cultural studies teachers postsecondary	assistant professor	0	4
348	area ethnic and cultural studies teachers postsecondary	associate professor	0	5
349	economics teachers postsecondary	economics teachers postsecondary	0	1
349	economics teachers postsecondary	assistant professor	0	2
349	economics teachers postsecondary	assistant professor of economics	0	3
349	economics teachers postsecondary	associate professor	0	4
349	economics teachers postsecondary	associate professor of economics	0	5
350	geography teachers postsecondary	geography teachers postsecondary	0	1
350	geography teachers postsecondary	assistant professor	0	2
350	geography teachers postsecondary	assistant professor of geography	0	3
350	geography teachers postsecondary	associate professor	0	4
350	geography teachers postsecondary	associate professor of geography	0	5
351	political science teachers postsecondary	political science teachers postsecondary	0	1
351	political science teachers postsecondary	adjunct professor	0	2
351	political science teachers postsecondary	assistant professor of political science	0	3
351	political science teachers postsecondary	associate professor	0	4
351	political science teachers postsecondary	associate professor of political science	0	5
352	psychology teachers postsecondary	psychology teachers postsecondary	0	1
352	psychology teachers postsecondary	adjunct professor	0	2
352	psychology teachers postsecondary	assistant professor	0	3
352	psychology teachers postsecondary	associate professor	0	4
352	psychology teachers postsecondary	associate professor of psychology	0	5
353	sociology teachers postsecondary	sociology teachers postsecondary	0	1
353	sociology teachers postsecondary	assistant professor	0	2
353	sociology teachers postsecondary	assistant professor of sociology	0	3
353	sociology teachers postsecondary	associate professor of sociology	0	4
353	sociology teachers postsecondary	instructor	0	5
354	social sciences teachers postsecondary all other	social sciences teachers postsecondary all other	0	1
354	social sciences teachers postsecondary all other	city planning teacher	0	2
354	social sciences teachers postsecondary all other	college teacher	0	3
354	social sciences teachers postsecondary all other	family consumer science teacher	0	4
354	social sciences teachers postsecondary all other	foreign service teacher	0	5
355	health specialties teachers postsecondary	health specialties teachers postsecondary	0	1
355	health specialties teachers postsecondary	assistant professor	0	2
355	health specialties teachers postsecondary	associate professor	0	3
355	health specialties teachers postsecondary	clinical education academic coordinator	0	4
355	health specialties teachers postsecondary	clinical professor	0	5
356	nursing instructors and teachers postsecondary	nursing instructors and teachers postsecondary	0	1
356	nursing instructors and teachers postsecondary	assistant professor	0	2
356	nursing instructors and teachers postsecondary	assistant professor of nursing	0	3
356	nursing instructors and teachers postsecondary	associate professor	0	4
356	nursing instructors and teachers postsecondary	clinical nursing instructor	0	5
357	education teachers postsecondary	education teachers postsecondary	0	1
357	education teachers postsecondary	assistant professor	0	2
357	education teachers postsecondary	assistant professor of education	0	3
357	education teachers postsecondary	associate professor	0	4
357	education teachers postsecondary	associate professor of education	0	5
358	library science teachers postsecondary	library science teachers postsecondary	0	1
358	library science teachers postsecondary	adjunct instructor library technical assistant program	0	2
358	library science teachers postsecondary	assistant professor	0	3
358	library science teachers postsecondary	associate professor	0	4
358	library science teachers postsecondary	associate professor of library science	0	5
359	criminal justice and law enforcement teachers postsecondary	criminal justice and law enforcement teachers postsecondary	0	1
359	criminal justice and law enforcement teachers postsecondary	adjunct instructor	0	2
359	criminal justice and law enforcement teachers postsecondary	assistant professor	0	3
359	criminal justice and law enforcement teachers postsecondary	assistant professor of criminal justice	0	4
359	criminal justice and law enforcement teachers postsecondary	associate professor	0	5
360	law teachers postsecondary	law teachers postsecondary	0	1
360	law teachers postsecondary	adjunct professor of law	0	2
360	law teachers postsecondary	assistant professor	0	3
360	law teachers postsecondary	associate professor	0	4
360	law teachers postsecondary	clinical law professor	0	5
361	social work teachers postsecondary	social work teachers postsecondary	0	1
361	social work teachers postsecondary	assistant professor	0	2
361	social work teachers postsecondary	associate professor	0	3
361	social work teachers postsecondary	bachelor of social work program coordinator bsw program coordinator	0	4
361	social work teachers postsecondary	clinical professor	0	5
362	art drama and music teachers postsecondary	art drama and music teachers postsecondary	0	1
362	art drama and music teachers postsecondary	art history professor	0	2
362	art drama and music teachers postsecondary	art instructor	0	3
362	art drama and music teachers postsecondary	art professor	0	4
362	art drama and music teachers postsecondary	assistant professor of music	0	5
363	communications teachers postsecondary	communications teachers postsecondary	0	1
363	communications teachers postsecondary	assistant professor	0	2
363	communications teachers postsecondary	associate professor	0	3
363	communications teachers postsecondary	communication instructor	0	4
363	communications teachers postsecondary	communication lecturer	0	5
364	english language and literature teachers postsecondary	english language and literature teachers postsecondary	0	1
364	english language and literature teachers postsecondary	assistant professor	0	2
364	english language and literature teachers postsecondary	assistant professor of english	0	3
364	english language and literature teachers postsecondary	associate professor of english	0	4
364	english language and literature teachers postsecondary	english instructor	0	5
365	foreign language and literature teachers postsecondary	foreign language and literature teachers postsecondary	0	1
365	foreign language and literature teachers postsecondary	assistant professor of spanish	0	2
365	foreign language and literature teachers postsecondary	english professor	0	3
365	foreign language and literature teachers postsecondary	french professor	0	4
365	foreign language and literature teachers postsecondary	german professor	0	5
366	history teachers postsecondary	history teachers postsecondary	0	1
366	history teachers postsecondary	assistant professor	0	2
366	history teachers postsecondary	assistant professor of history	0	3
366	history teachers postsecondary	associate professor	0	4
366	history teachers postsecondary	associate professor of history	0	5
367	philosophy and religion teachers postsecondary	philosophy and religion teachers postsecondary	0	1
367	philosophy and religion teachers postsecondary	assistant professor	0	2
367	philosophy and religion teachers postsecondary	assistant professor of philosophy	0	3
367	philosophy and religion teachers postsecondary	humanities professor	0	4
367	philosophy and religion teachers postsecondary	instructor	0	5
368	graduate teaching assistants	graduate teaching assistants	0	1
368	graduate teaching assistants	graduate assistant	0	2
368	graduate teaching assistants	graduate fellow	0	3
368	graduate teaching assistants	graduate research assistant	0	4
368	graduate teaching assistants	graduate student instructor gsi	0	5
369	home economics teachers postsecondary	home economics teachers postsecondary	0	1
369	home economics teachers postsecondary	adjunct faculty	0	2
369	home economics teachers postsecondary	assistant professor	0	3
369	home economics teachers postsecondary	associate professor	0	4
369	home economics teachers postsecondary	didactic program in dietetics program director dpd program director	0	5
370	recreation and fitness studies teachers postsecondary	recreation and fitness studies teachers postsecondary	0	1
370	recreation and fitness studies teachers postsecondary	assistant professor	0	2
370	recreation and fitness studies teachers postsecondary	associate professor	0	3
370	recreation and fitness studies teachers postsecondary	coach	0	4
370	recreation and fitness studies teachers postsecondary	health and physical education professor hpe professor	0	5
371	vocational education teachers postsecondary	vocational education teachers postsecondary	0	1
371	vocational education teachers postsecondary	automotive instructor	0	2
371	vocational education teachers postsecondary	automotive technology instructor	0	3
371	vocational education teachers postsecondary	business instructor	0	4
371	vocational education teachers postsecondary	cosmetology instructor	0	5
372	postsecondary teachers all other	postsecondary teachers all other	0	1
372	postsecondary teachers all other	assistant professor	0	2
372	postsecondary teachers all other	associate professor	0	3
372	postsecondary teachers all other	braille teacher	0	4
372	postsecondary teachers all other	city planning teacher	0	5
373	preschool teachers except special education	preschool teachers except special education	0	1
373	preschool teachers except special education	early childhood teacher	0	2
373	preschool teachers except special education	group teacher	0	3
373	preschool teachers except special education	head start teacher	0	4
373	preschool teachers except special education	headstart teacher	0	5
374	kindergarten teachers except special education	kindergarten teachers except special education	0	1
374	kindergarten teachers except special education	4 year olds kindergarten teacher	0	2
374	kindergarten teachers except special education	bilingual kindergarten teacher	0	3
374	kindergarten teachers except special education	classroom teacher	0	4
374	kindergarten teachers except special education	elementary teacher	0	5
375	elementary school teachers except special education	elementary school teachers except special education	0	1
375	elementary school teachers except special education	1st grade teacher	0	2
375	elementary school teachers except special education	6th grade teacher	0	3
375	elementary school teachers except special education	art teacher	0	4
375	elementary school teachers except special education	classroom teacher	0	5
376	middle school teachers except special and careertechnical education	middle school teachers except special and careertechnical education	0	1
376	middle school teachers except special and careertechnical education	english teacher	0	2
376	middle school teachers except special and careertechnical education	language arts teacher	0	3
376	middle school teachers except special and careertechnical education	math teacher mathematics teacher	0	4
376	middle school teachers except special and careertechnical education	middle school teacher	0	5
377	careertechnical education teachers middle school	careertechnical education teachers middle school	0	1
377	careertechnical education teachers middle school	business education teacher	0	2
377	careertechnical education teachers middle school	business teacher	0	3
377	careertechnical education teachers middle school	computer teacher	0	4
377	careertechnical education teachers middle school	computer technology teacher	0	5
378	secondary school teachers except special and careertechnical education	secondary school teachers except special and careertechnical education	0	1
378	secondary school teachers except special and careertechnical education	art teacher	0	2
378	secondary school teachers except special and careertechnical education	english teacher	0	3
378	secondary school teachers except special and careertechnical education	high school english teacher	0	4
378	secondary school teachers except special and careertechnical education	history teacher	0	5
379	careertechnical education teachers secondary school	careertechnical education teachers secondary school	0	1
379	careertechnical education teachers secondary school	agricultural education teacher	0	2
379	careertechnical education teachers secondary school	allied health teacher	0	3
379	careertechnical education teachers secondary school	business education teacher	0	4
379	careertechnical education teachers secondary school	cosmetology teacher	0	5
380	special education teachers preschool	special education teachers preschool	0	1
380	special education teachers preschool	early childhood special education teacher ec special education teacher	0	2
380	special education teachers preschool	early interventionist	0	3
380	special education teachers preschool	exceptional student education teacher ese teacher	0	4
380	special education teachers preschool	intervention specialist	0	5
381	special education teachers kindergarten and elementary school	special education teachers kindergarten and elementary school	0	1
381	special education teachers kindergarten and elementary school	early childhood special educator ec special educator	0	2
381	special education teachers kindergarten and elementary school	emotional disabilities teacher	0	3
381	special education teachers kindergarten and elementary school	hearing impaired itinerant teacher hi itinerant teacher	0	4
381	special education teachers kindergarten and elementary school	learning support teacher	0	5
382	special education teachers middle school	special education teachers middle school	0	1
382	special education teachers middle school	exceptional children teacher ec teacher	0	2
382	special education teachers middle school	exceptional student education teacher ese teacher	0	3
382	special education teachers middle school	inclusion teacher	0	4
382	special education teachers middle school	intervention specialist	0	5
383	special education teachers secondary school	special education teachers secondary school	0	1
383	special education teachers secondary school	career and transition teacher	0	2
383	special education teachers secondary school	exceptional student education teacher ese teacher	0	3
383	special education teachers secondary school	high school special education teacher	0	4
383	special education teachers secondary school	interrelated special education teacher	0	5
384	special education teachers all other	special education teachers all other	0	1
384	special education teachers all other	autism tutor	0	2
384	special education teachers all other	special education preschool teacher	0	3
384	special education teachers all other	special education teacher for adults with disabilities	0	4
384	special education teachers all other	education administrators all other	0.375	5
385	adapted physical education specialists	adapted physical education specialists	0	1
385	adapted physical education specialists	adapted physical education or adapted physical activity specialist	0	2
385	adapted physical education specialists	adapted physical education specialist	0	3
385	adapted physical education specialists	adapted physical education specialistworkshop leader	0	4
385	adapted physical education specialists	adapted physical education teacher	0	5
386	adult basic and secondary education and literacy teachers and instructors	adult basic and secondary education and literacy teachers and instructors	0	1
386	adult basic and secondary education and literacy teachers and instructors	adult basic education instructor abe instructor	0	2
386	adult basic and secondary education and literacy teachers and instructors	adult basic education teacher abe teacher	0	3
386	adult basic and secondary education and literacy teachers and instructors	adult education instructor	0	4
386	adult basic and secondary education and literacy teachers and instructors	adult education teacher	0	5
387	selfenrichment education teachers	selfenrichment education teachers	0	1
387	selfenrichment education teachers	ballet teacher	0	2
387	selfenrichment education teachers	ceramics instructor	0	3
387	selfenrichment education teachers	dance instructor	0	4
387	selfenrichment education teachers	driving instructor	0	5
388	teachers and instructors all other	teachers and instructors all other	0	1
388	teachers and instructors all other	autism tutor	0	2
388	teachers and instructors all other	bilingual instructor	0	3
388	teachers and instructors all other	bilingual trainer	0	4
388	teachers and instructors all other	consumer education specialist	0	5
389	tutors	tutors	0	1
389	tutors	academic guidance specialist	0	2
389	tutors	accountingfinance tutor	0	3
389	tutors	adult basic education instructor	0	4
389	tutors	center director	0	5
390	archivists	archivists	0	1
390	archivists	archival records clerk	0	2
390	archivists	archives director	0	3
390	archivists	archivist	0	4
390	archivists	collections director	0	5
391	curators	curators	0	1
391	curators	associate curator	0	2
391	curators	collections curator	0	3
391	curators	collections manager	0	4
391	curators	curator	0	5
392	museum technicians and conservators	museum technicians and conservators	0	1
392	museum technicians and conservators	art preparator	0	2
392	museum technicians and conservators	collections manager	0	3
392	museum technicians and conservators	conservation technician	0	4
392	museum technicians and conservators	conservator	0	5
393	librarians	librarians	0	1
393	librarians	catalog librarian	0	2
393	librarians	childrens librarian	0	3
393	librarians	librarian	0	4
393	librarians	library director	0	5
394	library technicians	library technicians	0	1
394	library technicians	acquisitions technician	0	2
394	library technicians	assistant librarian	0	3
394	library technicians	library aide	0	4
394	library technicians	library assistant	0	5
395	audiovisual and multimedia collections specialists	audiovisual and multimedia collections specialists	0	1
395	audiovisual and multimedia collections specialists	audio video technician	0	2
395	audiovisual and multimedia collections specialists	audio visual coordinator	0	3
395	audiovisual and multimedia collections specialists	audio visual specialist	0	4
395	audiovisual and multimedia collections specialists	audio visual technician	0	5
396	farm and home management advisors	farm and home management advisors	0	1
396	farm and home management advisors	4h youth development specialist	0	2
396	farm and home management advisors	agricultural extension educator	0	3
396	farm and home management advisors	extension agent	0	4
396	farm and home management advisors	extension educator	0	5
397	instructional coordinators	instructional coordinators	0	1
397	instructional coordinators	career technical supervisor	0	2
397	instructional coordinators	curriculum and assessment director	0	3
397	instructional coordinators	curriculum and instruction director	0	4
397	instructional coordinators	curriculum coordinator	0	5
398	instructional designers and technologists	instructional designers and technologists	0	1
398	instructional designers and technologists	chief technology officer	0	2
398	instructional designers and technologists	director educational research and product strategy	0	3
398	instructional designers and technologists	instructional designer	0	4
398	instructional designers and technologists	instructional technologist	0	5
399	teacher assistants	teacher assistants	0	1
399	teacher assistants	educational technician	0	2
399	teacher assistants	instructional aide	0	3
399	teacher assistants	instructional assistant	0	4
399	teacher assistants	paraeducator	0	5
400	education training and library workers all other	education training and library workers all other	0	1
400	education training and library workers all other	craft demonstrator	0	2
400	education training and library workers all other	education technician	0	3
400	education training and library workers all other	encyclopedia research worker	0	4
400	education training and library workers all other	general educational development ged examiner	0	5
401	art directors	art directors	0	1
401	art directors	art director	0	2
401	art directors	art supervisor	0	3
401	art directors	creative director	0	4
401	art directors	creative guru	0	5
402	craft artists	craft artists	0	1
402	craft artists	bronze sculptor	0	2
402	craft artists	ceramic artist	0	3
402	craft artists	ceramics sculptor	0	4
402	craft artists	cordwainer	0	5
403	fine artists including painters sculptors and illustrators	fine artists including painters sculptors and illustrators	0	1
403	fine artists including painters sculptors and illustrators	artist	0	2
403	fine artists including painters sculptors and illustrators	artist blacksmith	0	3
403	fine artists including painters sculptors and illustrators	automotive artist	0	4
403	fine artists including painters sculptors and illustrators	fine artist	0	5
404	multimedia artists and animators	multimedia artists and animators	0	1
404	multimedia artists and animators	3d animator	0	2
404	multimedia artists and animators	3d artist	0	3
404	multimedia artists and animators	animation director	0	4
404	multimedia artists and animators	animator	0	5
405	artists and related workers all other	artists and related workers all other	0	1
405	artists and related workers all other	advertising designer	0	2
405	artists and related workers all other	architectural modeler	0	3
405	artists and related workers all other	art appraiser	0	4
405	artists and related workers all other	art consultant	0	5
406	commercial and industrial designers	commercial and industrial designers	0	1
406	commercial and industrial designers	design engineer	0	2
406	commercial and industrial designers	designer	0	3
406	commercial and industrial designers	engineer	0	4
406	commercial and industrial designers	industrial designer	0	5
407	fashion designers	fashion designers	0	1
407	fashion designers	apparel fashion designer	0	2
407	fashion designers	clothing designer	0	3
407	fashion designers	costume designer	0	4
407	fashion designers	dance costume designer	0	5
408	floral designers	floral designers	0	1
408	floral designers	design manager	0	2
408	floral designers	designer	0	3
408	floral designers	floral artist	0	4
408	floral designers	floral clerk	0	5
409	graphic designers	graphic designers	0	1
409	graphic designers	artist	0	2
409	graphic designers	composing room supervisor	0	3
409	graphic designers	creative director	0	4
